,num_nodes,num_hidden,timing,memory
0,10.0,10.0,0.2371583938598633,0.006656
1,10.0,21.544346900318832,0.21524479389190673,0.013824
2,10.0,46.41588833612777,0.22210559844970704,0.038912
3,10.0,100.0,0.22077438831329346,0.144384
4,10.0,215.44346900318823,0.2126847982406616,0.603648
5,10.0,464.15888336127773,0.27248640060424806,2.68544
6,10.0,1000.0,0.30126080513000486,12.21632
7,10.0,2154.4346900318824,0.28601601123809817,56.767488
8,10.0,4641.588833612777,0.6943520069122314,259.454464
9,10.0,10000.0,2.3869888305664064,1203.792384
10,21.544346900318832,10.0,0.19650559425354003,0.012288
11,21.544346900318832,21.544346900318832,0.21688320636749267,0.022016
12,21.544346900318832,46.41588833612777,0.1978368043899536,0.052224
13,21.544346900318832,100.0,0.19077119827270508,0.170496
14,21.544346900318832,215.44346900318823,0.23070719242095947,0.65536
15,21.544346900318832,464.15888336127773,0.2491391897201538,2.790912
16,21.544346900318832,1000.0,0.26125121116638184,12.439552
17,21.544346900318832,2154.4346900318824,0.3085887908935547,57.24416
18,21.544346900318832,4641.588833612777,0.7421887874603271,260.478976
19,21.544346900318832,10000.0,2.6317888259887696,1205.994496
20,46.41588833612777,10.0,0.2100224018096924,0.03072
21,46.41588833612777,21.544346900318832,0.1803264021873474,0.045568
22,46.41588833612777,46.41588833612777,0.2136064052581787,0.088576
23,46.41588833612777,100.0,0.2057215929031372,0.232448
24,46.41588833612777,215.44346900318823,0.24350719451904296,0.776192
25,46.41588833612777,464.15888336127773,0.23940160274505615,3.034624
26,46.41588833612777,1000.0,0.2338560104370117,12.952064
27,46.41588833612777,2154.4346900318824,0.3968031883239746,58.335232
28,46.41588833612777,4641.588833612777,1.237001609802246,262.811648
29,46.41588833612777,10000.0,4.2401374816894535,1211.007488
30,100.0,10.0,0.19773440361022948,0.104448
31,100.0,21.544346900318832,0.18421759605407714,0.132096
32,100.0,46.41588833612777,0.2125823974609375,0.200704
33,100.0,100.0,0.19660799503326415,0.406016
34,100.0,215.44346900318823,0.23658559322357178,1.07008
35,100.0,464.15888336127773,0.2547872066497803,3.599872
36,100.0,1000.0,0.2738976001739502,14.095872
37,100.0,2154.4346900318824,0.6889279842376709,60.7232
38,100.0,4641.588833612777,2.017830467224121,268.091904
39,100.0,10000.0,8.060940551757813,1221.871616
40,215.44346900318823,10.0,0.21544959545135497,0.41728
41,215.44346900318823,21.544346900318832,0.21442561149597167,0.470528
42,215.44346900318823,46.41588833612777,0.20387840270996094,0.598016
43,215.44346900318823,100.0,0.21014719009399413,0.923648
44,215.44346900318823,215.44346900318823,0.23402879238128663,1.856512
45,215.44346900318823,464.15888336127773,0.2640671968460083,4.957184
46,215.44346900318823,1000.0,0.39571199417114256,16.684544
47,215.44346900318823,2154.4346900318824,1.0138912200927734,66.528768
48,215.44346900318823,4641.588833612777,4.19224967956543,278.852608
49,215.44346900318823,10000.0,17.355270385742188,1245.160448
50,464.15888336127773,10.0,0.2279423952102661,1.82016
51,464.15888336127773,21.544346900318832,0.19834879636764527,1.927168
52,464.15888336127773,46.41588833612777,0.21702079772949218,2.177536
53,464.15888336127773,100.0,0.2423775911331177,2.774528
54,464.15888336127773,215.44346900318823,0.24081599712371826,4.278272
55,464.15888336127773,464.15888336127773,0.36732480525970457,8.617984
56,464.15888336127773,1000.0,0.6337056159973145,23.015424
57,464.15888336127773,2154.4346900318824,1.3136480331420899,78.047232
58,464.15888336127773,4641.588833612777,4.619276809692383,303.315968
59,464.15888336127773,10000.0,26.104931640625,1296.940544
60,1000.0,10.0,0.2323456048965454,8.205824
61,1000.0,21.544346900318832,0.2082911968231201,8.430592
62,1000.0,46.41588833612777,0.22312641143798828,8.94976
63,1000.0,100.0,0.24486079216003417,10.125312
64,1000.0,215.44346900318823,0.30213758945465086,12.860416
65,1000.0,464.15888336127773,0.366979193687439,19.870208
66,1000.0,1000.0,0.7361023902893067,40.014848
67,1000.0,2154.4346900318824,2.5933631896972655,107.416576
68,1000.0,4641.588833612777,9.813795471191407,359.965696
69,1000.0,10000.0,40.491738891601564,1409.869824
70,2154.4346900318824,10.0,0.27779839038848875,38.184448
71,2154.4346900318824,21.544346900318832,0.5130239963531494,38.662656
72,2154.4346900318824,46.41588833612777,0.3311903953552246,39.760384
73,2154.4346900318824,100.0,0.38705599308013916,42.180096
74,2154.4346900318824,215.44346900318823,0.5655424118041992,47.816704
75,2154.4346900318824,464.15888336127773,0.9060768127441406,60.01408
76,2154.4346900318824,1000.0,2.0901023864746096,92.213248
77,2154.4346900318824,2154.4346900318824,6.4435585021972654,186.246656
78,2154.4346900318824,4641.588833612777,24.18585968017578,496.208896
79,2154.4346900318824,10000.0,89.40685424804687,1670.340096
80,4641.588833612777,10.0,0.8407391548156739,173.243904
81,4641.588833612777,21.544346900318832,0.6712512016296387,174.269952
82,4641.588833612777,46.41588833612777,0.826915168762207,176.60928
83,4641.588833612777,100.0,1.104537582397461,181.785088
84,4641.588833612777,215.44346900318823,1.730860710144043,192.828416
85,4641.588833612777,464.15888336127773,3.2615329742431642,217.970688
86,4641.588833612777,1000.0,7.330441284179687,277.45536
87,4641.588833612777,2154.4346900318824,19.443064880371093,428.581376
88,4641.588833612777,4641.588833612777,61.882763671875,861.614592
89,4641.588833612777,10000.0,230.7036376953125,2307.333632
90,10000.0,10.0,2.253027153015137,803.117056
91,10000.0,21.544346900318832,2.3006175994873046,805.320704
92,10000.0,46.41588833612777,2.894063949584961,810.340352
93,10000.0,100.0,4.510611343383789,821.236224
94,10000.0,215.44346900318823,7.185955047607422,844.671488
95,10000.0,464.15888336127773,13.833628845214843,897.130496
96,10000.0,1000.0,29.06938781738281,1013.12512
97,10000.0,2154.4346900318824,69.65521240234375,1288.247808
98,10000.0,4641.588833612777,191.45406494140624,1992.868864
99,10000.0,10000.0,598.6294921875,4005.681664
