,num_nodes,num_hidden,timing,memory
0,10.0,10.0,0.4926464080810547,1.067008
1,10.0,21.544346900318832,0.4080639839172363,1.073664
2,10.0,46.41588833612777,0.40755200386047363,1.097728
3,10.0,100.0,0.4055039882659912,1.201152
4,10.0,215.44346900318823,0.4005887985229492,1.655808
5,10.0,464.15888336127773,0.7161856174468995,3.72736
6,10.0,1000.0,0.5046271800994873,13.832704
7,10.0,2154.4346900318824,0.8545280456542969,60.22912
8,10.0,4641.588833612777,1.2914688110351562,267.099648
9,10.0,10000.0,2.898944091796875,1219.808256
10,21.544346900318832,10.0,0.41246719360351564,1.074176
11,21.544346900318832,21.544346900318832,0.4074495792388916,1.08288
12,21.544346900318832,46.41588833612777,0.40570878982543945,1.11104
13,21.544346900318832,100.0,0.40755200386047363,1.224704
14,21.544346900318832,215.44346900318823,0.41216001510620115,2.195968
15,21.544346900318832,464.15888336127773,0.43089919090270995,6.088704
16,21.544346900318832,1000.0,0.4399104118347168,19.52
17,21.544346900318832,2154.4346900318824,0.6065152168273926,72.467456
18,21.544346900318832,4641.588833612777,1.1404288291931153,293.249536
19,21.544346900318832,10000.0,3.114393615722656,1276.579328
20,46.41588833612777,10.0,0.41072640419006345,1.105408
21,46.41588833612777,21.544346900318832,0.4013055801391602,1.118208
22,46.41588833612777,46.41588833612777,0.39987199306488036,1.710592
23,46.41588833612777,100.0,0.4001791954040527,3.683328
24,46.41588833612777,215.44346900318823,0.41318402290344236,8.12032
25,46.41588833612777,464.15888336127773,0.43468799591064455,18.80832
26,46.41588833612777,1000.0,0.5521408081054687,46.873088
27,46.41588833612777,2154.4346900318824,0.9352191925048828,131.325952
28,46.41588833612777,4641.588833612777,2.209587287902832,420.001792
29,46.41588833612777,10000.0,6.493183898925781,1549.632
30,100.0,10.0,0.452291202545166,1.959424
31,100.0,21.544346900318832,0.44054398536682127,3.746304
32,100.0,46.41588833612777,0.44471039772033694,7.814656
33,100.0,100.0,0.49039998054504397,16.66048
34,100.0,215.44346900318823,0.5370431900024414,35.723776
35,100.0,464.15888336127773,0.6962143898010253,78.722048
36,100.0,1000.0,1.1569343566894532,174.349312
37,100.0,2154.4346900318824,2.3194047927856447,405.618176
38,100.0,4641.588833612777,5.455372619628906,1014.931456
39,100.0,10000.0,14.746858215332031,2824.349184
40,215.44346900318823,10.0,0.6008895874023438,8.938496
41,215.44346900318823,21.544346900318832,0.548038387298584,17.1264
42,215.44346900318823,46.41588833612777,0.6056640148162842,35.74528
43,215.44346900318823,100.0,0.6640192031860351,76.77696
44,215.44346900318823,215.44346900318823,0.9663264274597168,161.995264
45,215.44346900318823,464.15888336127773,1.453343963623047,349.256192
46,215.44346900318823,1000.0,3.0016223907470705,757.408768
47,215.44346900318823,2154.4346900318824,5.540016174316406,1661.180928
48,215.44346900318823,4641.588833612777,12.332035064697266,3712.461312
49,215.44346900318823,10000.0,32.804388427734374,8645.036544
50,464.15888336127773,10.0,0.9102687835693359,41.449984
51,464.15888336127773,21.544346900318832,0.9623488426208496,80.238592
52,464.15888336127773,46.41588833612777,1.3172736167907715,165.817856
53,464.15888336127773,100.0,1.8870752334594727,352.430592
54,464.15888336127773,215.44346900318823,5.342454528808593,750.078976
55,464.15888336127773,464.15888336127773,5.443484878540039,1616.024576
56,464.15888336127773,1000.0,13.49725799560547,3472.928256
57,464.15888336127773,2154.4346900318824,26.103500366210938,7507.142144
58,464.15888336127773,4641.588833612777,81.22920532226563,16297.179648
59,464.15888336127773,10000.0,154.02021484375,35747.494912
60,1000.0,10.0,3.679657745361328,192.300032
61,1000.0,21.544346900318832,6.889453125,368.445952
62,1000.0,46.41588833612777,9.411750030517577,768.964096
63,1000.0,100.0,12.070745849609375,1634.139648
64,1000.0,215.44346900318823,22.691497802734375,3476.875776
65,1000.0,464.15888336127773,33.715719604492186,7468.902912
66,1000.0,1000.0,55.82212524414062,16064.999424
67,1000.0,2154.4346900318824,217.1317138671875,34595.430912
68,1000.0,4641.588833612777,,
69,1000.0,10000.0,,
70,2154.4346900318824,10.0,24.090789794921875,891.285504
71,2154.4346900318824,21.544346900318832,25.274461364746095,1708.35456
72,2154.4346900318824,46.41588833612777,38.85523376464844,3565.3376
73,2154.4346900318824,100.0,51.89500122070312,7576.4736
74,2154.4346900318824,215.44346900318823,87.78284301757813,16120.390656
75,2154.4346900318824,464.15888336127773,152.2705078125,34616.328192
76,2154.4346900318824,1000.0,,
77,2154.4346900318824,2154.4346900318824,,
78,2154.4346900318824,4641.588833612777,,
79,2154.4346900318824,10000.0,,
80,4641.588833612777,10.0,109.31094970703126,4136.817664
81,4641.588833612777,21.544346900318832,130.80166015625,7929.463808
82,4641.588833612777,46.41588833612777,178.61859130859375,16547.592704
83,4641.588833612777,100.0,328.7867919921875,35161.276416
84,4641.588833612777,215.44346900318823,,
85,4641.588833612777,464.15888336127773,,
86,4641.588833612777,1000.0,,
87,4641.588833612777,2154.4346900318824,,
88,4641.588833612777,4641.588833612777,,
89,4641.588833612777,10000.0,,
90,10000.0,10.0,679.802392578125,19202.217984
91,10000.0,21.544346900318832,,
92,10000.0,46.41588833612777,,
93,10000.0,100.0,,
94,10000.0,215.44346900318823,,
95,10000.0,464.15888336127773,,
96,10000.0,1000.0,,
97,10000.0,2154.4346900318824,,
98,10000.0,4641.588833612777,,
99,10000.0,10000.0,,
